1	0.503084	42.24375985818091	0.088031
2	0.580724	42.61703691740196	0.090132
3	0.494795	42.20078613861172	0.08811
4	0.345928	41.287846318944304	0.087263
5	0.677662	43.02233034927127	0.098356
6	0.610712	42.74881915141886	0.092877
7	0.866494	43.67431689132789	0.106037
8	0.330932	41.17656786623563	0.086437
9	0.798566	43.457008731670385	0.101777
10	0.449562	41.95380855544092	0.091912
11	0.371443	41.467358658034776	0.091326
12	0.291718	40.862025487136606	0.093479
13	0.35582	41.358844937300816	0.087008
14	0.461274	42.019893650518746	0.095948
15	0.28361	40.79216107165226	0.086683
16	0.632234	42.83970209959988	0.093125
17	0.466414	42.04840681855528	0.09035
18	0.268624	40.65804670622027	0.086242
19	0.94689	43.91118636879102	0.115036
20	0.924917	43.84844519996042	0.125384
21	0.693165	43.08201328198251	0.100242
22	0.625233	42.81046201450134	0.091453
23	0.896944	43.766443819198685	0.109618
24	0.608261	42.738278762993644	0.090819
25	0.789054	43.42517053788558	0.099608
26	0.578292	42.606071557748734	0.090072
27	0.59028	42.65971027700244	0.092935
28	0.719626	43.1810169324463	0.095665
29	0.210032	40.05726005501442	0.085765
30	0.76659	43.34849667970567	0.096641
31	0.858513	43.64965276661927	0.101579
32	0.367904	41.44315091593235	0.086082
33	0.558746	42.51634182609915	0.089573
34	0.848509	43.61842253360818	0.10052
35	0.99639	44.047483713156524	0.112483
36	0.776594	43.38290413904357	0.098366
37	0.582932	42.62695512195609	0.09012
38	0.583743	42.63058925041527	0.089495
39	0.796552	43.45029799598045	0.098413
40	0.588721	42.65279279382097	0.091211
41	0.913473	43.81519240946879	0.104751
42	0.768587	43.355399258545376	0.097274
43	0.948455	43.915600852386284	0.112213
44	0.513793	42.2983157244797	0.090087
45	0.733609	43.23194554694546	0.094433
46	0.637701	42.86232409200744	0.100758
47	0.765588	43.34502681605582	0.09633
48	0.434861	41.86856556762261	0.087188
49	0.983407	44.01238569245763	0.114131
50	0.583743	42.63058925041527	0.091595
51	0.700631	43.11030567915692	0.094362
52	0.662058	42.960939206648305	0.093186
53	0.838126	43.585631570169134	0.113632
54	0.621874	42.796323396915	0.092366
55	0.370586	41.46151609471781	0.095747
56	0.416632	41.75908703752417	0.087194
57	0.35857	41.37825992726563	0.086485
58	0.451681	41.96588222391395	0.088233
59	0.522762	42.34319930647954	0.089115
60	0.733996	43.233341892743766	0.1029
61	0.701965	43.11533073682057	0.100028
62	0.742008	43.26209377545746	0.103483
63	0.746118	43.2767283218066	0.095641
64	0.34956	41.314129116727955	0.089792
65	0.591835	42.66659296931111	0.090444
66	0.514746	42.3031193013767	0.090306
67	0.620632	42.79107740178526	0.093091
68	0.643646	42.88671751919053	0.094148
69	1.002795	44.06463453286599	0.13731
70	0.470586	42.071336934447295	0.087988
71	0.610643	42.74852296487802	0.090588
72	0.263487	40.61048452325141	0.08555
73	0.358336	41.376613233627026	0.086303
74	0.742697	43.26455249192081	0.097111
75	0.451556	41.965171453488765	0.087828
76	0.910752	43.80722653274161	0.112202
77	0.552605	42.48754391632952	0.089654
78	0.337534	41.22611834302502	0.086047
79	0.750681	43.29288610240414	0.099406
80	0.983777	44.0133921953943	0.14188
81	0.822697	43.53617507850106	0.100111
82	0.813696	43.50690953879423	0.099177
83	0.950763	43.922098235791964	0.112327
84	0.817732	43.52007031878745	0.101608
85	0.34052	41.24823711318864	0.0859
86	0.960751	43.95004010406202	0.116274
87	0.81072	43.49716503742982	0.105587
88	0.756687	43.314011368955825	0.095935
89	0.611252	42.75113604769645	0.095195
90	0.877971	43.70940301085656	0.103099
91	0.548325	42.467295777018876	0.09145
92	0.809032	43.49162263875567	0.101626
93	1.0288	44.13318456081021	0.1248
94	0.627239	42.81887156773607	0.092195
95	0.422452	41.794513312013194	0.08807
96	0.9339	43.8742683397349	0.126556
97	0.701158	43.11229192452487	0.094504
98	0.697164	43.097203229239625	0.093324
99	0.685179	43.0514287714731	0.0983
100	0.767075	43.35017464824564	0.101187
101	0.931901	43.86854282225838	0.111047
102	0.863978	43.66656530884204	0.1039
103	0.7491	43.28729834398695	0.096075
104	0.514353	42.30113939639557	0.088897
105	0.468406	42.059378843154505	0.087451
106	0.470398	42.07030771132691	0.088446
107	0.958871	43.94480240746149	0.125337
108	0.927909	43.85707316797239	0.121275
109	0.840522	43.59323306361035	0.101288
110	0.630699	42.833317266326006	0.091576
111	0.562751	42.534964150867324	0.090329
112	0.615698	42.770139042292826	0.092238
113	0.828528	43.554969973149205	0.100853
114	0.564741	42.54417116293963	0.089709
115	0.578745	42.608117305116934	0.089343
116	0.557743	42.511658576247406	0.090291
117	0.864497	43.66816608635243	0.102986
118	0.735608	43.23915066399745	0.096764
119	0.858507	43.64963414137975	0.106173
120	0.261984	40.59640707945549	0.08739
121	0.585743	42.63953116428373	0.092677
122	0.76158	43.331103835382265	0.096723
123	0.4888	42.16928675352508	0.08839
124	0.858516	43.64966207919193	0.11645
125	0.688656	43.064786165789045	0.092298
126	0.558743	42.51632783009035	0.092898
127	0.324532	41.127657508354346	0.086121
128	0.480704	42.12617409999211	0.087736
129	0.185371	39.756526174079696	0.085522
130	0.922221	43.84064755191118	0.117413
131	0.681942	43.038935535823626	0.094158
132	0.475707	42.099226722009966	0.087947
133	0.92221	43.84061569126203	0.117626
134	0.893183	43.75523007124321	0.106138
135	0.428646	41.83172437528151	0.089103
136	0.631882	42.838239246390295	0.097524
137	0.69996	43.10777465020401	0.097048
138	0.736007	43.24058657125811	0.104933
139	0.575823	42.59489511208798	0.091807
140	0.418633	41.77131836188036	0.087692
