#This is for Hybrid2 cosmography
#Fisher Matrices:  SD_i, {E1,E2,E3}
SD_1	{{1647.3753777529191, 355.2726605993781, 61.13363385660095}, {355.27266059937807, 98.0376217557837, 15.619208154386907}, {61.13363385660095, 15.619208154386909, 2.915245448481417}}
SD_2	{{1310.8542739472657, 262.67605452072434, 44.6175300902168}, {262.67605452072416, 72.97443119252526, 11.187394438566841}, {44.61753009021676, 11.187394438566836, 2.182694576521188}}
SD_3	{{1568.1563804585319, 325.32299358298746, 57.34165773164635}, {325.32299358298764, 88.32887753924716, 14.268277802807578}, {57.34165773164639, 14.268277802807582, 2.7595337836667997}}
SD_4	{{1574.2265561605727, 335.600050105246, 57.143101129221094}, {335.6000501052461, 93.13110621305105, 14.58786160985883}, {57.14310112922114, 14.587861609858836, 2.725685467384026}}
SD_5	{{1558.3149632169122, 325.41043811413977, 56.369048888025986}, {325.4104381141395, 89.35974828210955, 14.147803025255882}, {56.36904888802593, 14.147803025255886, 2.701237797770191}}
SD_6	{{1826.986842948812, 430.8191053291207, 72.2180186958019}, {430.8191053291205, 123.19013523004605, 19.80750890249839}, {72.21801869580185, 19.80750890249839, 3.550310904811936}}
SD_7	{{969.1099943137789, 171.36928755558677, 29.97860567680621}, {171.36928755558677, 47.38394536135647, 7.484829882243648}, {29.978605676806225, 7.484829882243644, 1.7013305561125152}}
SD_8	{{1366.4150994026584, 269.2941320845147, 47.31402798041407}, {269.29413208451473, 71.76188829422318, 11.433592339629566}, {47.31402798041407, 11.433592339629564, 2.3112641059191357}}
SD_9	{{1597.5591237517378, 332.4821258824685, 57.570522271041256}, {332.48212588246867, 90.53328406781945, 14.316190346637736}, {57.57052227104129, 14.316190346637734, 2.7474105340993393}}
SD_10	{{1633.4722738038508, 392.43634168630865, 65.78953789391133}, {392.4363416863089, 115.15311460207283, 18.371288885300416}, {65.78953789391134, 18.371288885300416, 3.4256368549308336}}
SD_11	{{1701.9272724630664, 387.130182497916, 66.71320193457959}, {387.1301824979158, 109.78182267330364, 17.777656597827427}, {66.71320193457956, 17.777656597827427, 3.3230375312185476}}
SD_12	{{1352.0690444133836, 265.79245014904456, 46.95297515912165}, {265.7924501490445, 70.77088492578827, 11.431278556217745}, {46.95297515912163, 11.431278556217741, 2.318890636408614}}
SD_13	{{1420.0783008257058, 280.91538504419634, 50.069112316520716}, {280.9153850441964, 75.59750461496648, 12.235767758198225}, {50.06911231652074, 12.235767758198227, 2.4368826362191687}}
SD_14	{{1207.4000206550313, 229.805952659502, 40.48422594511874}, {229.80595265950194, 63.262623959909774, 9.954690035592499}, {40.48422594511872, 9.9546900355925, 2.0261173091157225}}
SD_15	{{1657.0813007038923, 363.60459291570123, 62.183669775197416}, {363.6045929157011, 102.06829005357359, 16.17861298250553}, {62.18366977519738, 16.17861298250553, 3.003111297907408}}
SD_16	{{1670.7705615795137, 377.3463195313781, 63.58130999879771}, {377.34631953137773, 106.6060734085198, 16.88425206890239}, {63.58130999879768, 16.8842520689024, 3.081468485114088}}
SD_17	{{1631.6513639640498, 366.38162450638475, 62.42712578714293}, {366.3816245063848, 101.89999265975108, 16.344368580069965}, {62.42712578714297, 16.344368580069975, 3.054370024480817}}
SD_18	{{1237.1634432033818, 241.4869792249997, 42.59251961837873}, {241.48697922499952, 65.25229799424152, 10.323836334079509}, {42.59251961837869, 10.323836334079513, 2.114657055977044}}
SD_19	{{1331.8277777962612, 269.11904913489786, 47.8076212760412}, {269.1190491348977, 73.05093403316359, 11.732580231322611}, {47.807621276041175, 11.732580231322606, 2.3942291239387545}}
SD_20	{{1369.1129907011543, 259.1753897434591, 46.06756560595187}, {259.17538974345916, 67.39309389296429, 10.786522828645996}, {46.06756560595186, 10.786522828645998, 2.2248878596390704}}
SD_21	{{1275.128863216851, 248.4294828964035, 42.60434296065881}, {248.42948289640353, 66.20281398869231, 10.516564415532855}, {42.60434296065881, 10.51656441553285, 2.1587890311385607}}
SD_22	{{1625.8716830421051, 360.59702256036417, 62.39379069426607}, {360.59702256036405, 101.60344283505631, 16.3641657135098}, {62.39379069426606, 16.36416571350979, 3.0796472119468983}}
SD_23	{{1703.5609596520553, 399.8314258165773, 66.96415131752352}, {399.8314258165777, 116.39573374564198, 18.419938806366428}, {66.96415131752357, 18.41993880636642, 3.315708038209467}}
SD_24	{{1660.686724258957, 367.2742627324607, 63.07890475280303}, {367.2742627324609, 103.97520201690632, 16.58377816041}, {63.078904752803055, 16.583778160410002, 3.085607532277668}}
SD_25	{{1488.0785070384543, 311.16631725550087, 52.63548284494658}, {311.166317255501, 85.86615048036748, 13.291967685470418}, {52.63548284494658, 13.291967685470418, 2.556210609962761}}
SD_26	{{1604.3927339428196, 331.31244992071254, 57.46567570300414}, {331.31244992071237, 90.57046927070314, 14.317845426135516}, {57.46567570300408, 14.317845426135507, 2.7340313925624917}}
SD_27	{{1803.2910864506405, 407.06652146279555, 68.54843167577745}, {407.0665214627952, 114.63136927571007, 18.175141249736672}, {68.54843167577738, 18.175141249736672, 3.2957094974747267}}
SD_28	{{1534.6001215944077, 306.4193601322577, 53.618752394783215}, {306.4193601322578, 82.01807473767647, 13.05401365810252}, {53.61875239478326, 13.05401365810252, 2.5495288863334067}}
SD_29	{{1554.3793979135573, 353.39507776086185, 59.95882773392168}, {353.3950777608619, 103.77365423957828, 16.338924159012766}, {59.95882773392173, 16.338924159012773, 3.0155804413489924}}
SD_30	{{1230.3350812438598, 247.80986053117005, 42.52687264429579}, {247.80986053117002, 67.20866462775756, 10.521407593394954}, {42.52687264429577, 10.52140759339495, 2.149547482527398}}
SD_31	{{1131.9898207718886, 211.76122742151938, 36.836506549765744}, {211.76122742151918, 53.90449827417619, 8.787234845214144}, {36.83650654976575, 8.787234845214138, 1.9212776949720114}}
SD_32	{{1004.0216525726331, 185.07248502137796, 32.03289899247483}, {185.07248502137796, 50.320241259138896, 7.89164808762607}, {32.032898992474834, 7.89164808762607, 1.76178119202573}}
SD_33	{{1473.4753076129375, 313.719704884277, 53.65607565087652}, {313.71970488427695, 88.45961880389743, 13.90076140957773}, {53.65607565087651, 13.900761409577731, 2.608380520525286}}
SD_34	{{1783.335723678303, 428.23126394984354, 71.9871756000689}, {428.2312639498441, 124.29918249511907, 20.208543537918366}, {71.987175600069, 20.208543537918366, 3.638680720119268}}
SD_35	{{1852.2925752032547, 421.670347105933, 71.41242228847483}, {421.67034710593305, 120.17432749266803, 19.23637152248119}, {71.41242228847483, 19.23637152248119, 3.490754664165869}}
SD_36	{{1880.1249265300623, 439.4067616284123, 73.4313516712661}, {439.40676162841237, 125.45014489349757, 19.95933053873297}, {73.43135167126609, 19.95933053873297, 3.5538636746748082}}
SD_37	{{1319.8656564484986, 257.6801714067949, 44.793489696058316}, {257.68017140679484, 70.54400358290656, 11.005532198934958}, {44.793489696058316, 11.00553219893496, 2.1835416751669063}}
SD_38	{{1137.668400629997, 216.4181717907067, 38.48730300464962}, {216.41817179070668, 58.76910977415965, 9.366825512096852}, {38.48730300464965, 9.36682551209686, 1.9709016658736118}}
SD_39	{{1458.520896627926, 291.2223001797364, 50.8999141570051}, {291.22230017973635, 79.01625645402015, 12.43276576940234}, {50.8999141570051, 12.432765769402343, 2.4584942586792247}}
SD_40	{{1253.7220731099214, 238.21521946764807, 42.13869686255731}, {238.2152194676481, 63.04097710306063, 10.26549931167986}, {42.13869686255736, 10.265499311679868, 2.1098238841751558}}
SD_41	{{1291.1735999539594, 259.61887852168286, 44.39077373272241}, {259.618878521683, 72.39770547329054, 11.258287112106743}, {44.39077373272245, 11.258287112106741, 2.19416936113874}}
SD_42	{{1646.8659729021188, 352.39734995381593, 60.89495821996013}, {352.39734995381605, 98.592733183393, 15.674106311463886}, {60.89495821996013, 15.674106311463882, 2.928707433920834}}
SD_43	{{1121.4010500871182, 207.23841595784754, 36.524439415974996}, {207.23841595784754, 55.855488089955664, 8.799361682064593}, {36.524439415974975, 8.799361682064585, 1.8868013400277301}}
SD_44	{{1516.0040404191495, 312.02971014102013, 54.707829212858925}, {312.0297101410203, 85.60499178378421, 13.600956531145833}, {54.70782921285897, 13.600956531145837, 2.6623645928445234}}
SD_45	{{1531.3465529900413, 348.7618499835939, 58.734080746277385}, {348.761849983594, 101.28483955795392, 15.861239715806917}, {58.734080746277414, 15.861239715806919, 2.9246276901836152}}
SD_46	{{1513.6608054677513, 298.0997072630652, 52.59624920698852}, {298.0997072630653, 79.04267397771318, 12.699817961627055}, {52.59624920698851, 12.699817961627053, 2.517432179150517}}
SD_47	{{1691.4523519880445, 377.83883112463195, 63.94305274332248}, {377.8388311246318, 106.76904426950597, 16.847396630511447}, {63.94305274332246, 16.847396630511444, 3.0956726899798457}}
SD_48	{{1478.1908352828434, 301.96671752836113, 52.227309367209585}, {301.96671752836124, 82.63328698434279, 12.888881292401162}, {52.2273093672096, 12.888881292401164, 2.49044796237376}}
SD_49	{{1802.6109524034073, 446.4357119516253, 72.75715040666785}, {446.435711951626, 134.3394484867479, 21.583576111342637}, {72.7571504066681, 21.58357611134266, 3.7788788784802136}}
SD_50	{{1409.8718585438155, 274.0272540017619, 47.86247062041389}, {274.0272540017619, 73.58656304126892, 11.637503795330918}, {47.8624706204139, 11.63750379533092, 2.317503974673558}}
SD_51	{{1973.795245337241, 466.06293552010874, 78.94120915831911}, {466.0629355201088, 132.13514291018257, 21.612767775440005}, {78.94120915831913, 21.61276777544001, 3.931564855565931}}
SD_52	{{1435.82684686921, 296.6423325841156, 50.034101353563216}, {296.64233258411554, 80.47302511251009, 12.434752862229079}, {50.034101353563216, 12.434752862229079, 2.4436604285883323}}
SD_53	{{1555.2513189264546, 334.8936943347867, 56.747951153744424}, {334.8936943347866, 93.4251082918709, 14.57325686628609}, {56.7479511537444, 14.573256866286089, 2.7174464855933036}}
SD_54	{{1359.7691743068553, 268.96646029769533, 46.001088427437296}, {268.9664602976957, 72.18910083308307, 11.29736345341492}, {46.001088427437324, 11.297363453414919, 2.255390565301925}}
SD_55	{{1682.8597489963447, 371.3781452313385, 62.70143533023942}, {371.37814523133807, 105.4242468714829, 16.509642976539293}, {62.70143533023934, 16.509642976539293, 3.006913035041185}}
SD_56	{{1580.193673942646, 326.42756613485335, 57.576058998822205}, {326.4275661348531, 88.48203099286015, 14.215369204863816}, {57.576058998822205, 14.215369204863814, 2.770154287183752}}
SD_57	{{1541.8760797489924, 324.1220589529149, 55.51491100007077}, {324.1220589529149, 89.74710723001097, 14.060725954088554}, {55.51491100007077, 14.060725954088557, 2.6718718332178018}}
SD_58	{{1428.645613171543, 288.41653395545717, 50.78425293278241}, {288.41653395545717, 79.50335079587536, 12.650263193920527}, {50.784252932782415, 12.650263193920527, 2.4961816760351017}}
SD_59	{{1546.3041305576883, 320.0087155140969, 55.54757077469439}, {320.008715514097, 87.799257166073, 13.863565300936763}, {55.54757077469442, 13.863565300936763, 2.6777633102122773}}
SD_60	{{1569.7737559921302, 326.0787922232994, 56.40327875375641}, {326.07879222329944, 89.14148898921107, 14.038888818641855}, {56.40327875375645, 14.038888818641858, 2.6786595056471887}}
SD_61	{{1497.875305806691, 320.7734815457576, 55.169235513922274}, {320.77348154575736, 90.83327657759675, 14.29302203932422}, {55.16923551392224, 14.293022039324217, 2.7311004514947097}}
SD_62	{{1541.8777105455754, 330.06588414676, 56.542491289035894}, {330.0658841467602, 91.87908085607303, 14.456516641028426}, {56.54249128903589, 14.456516641028426, 2.7335958457601293}}
SD_63	{{1732.0103932116822, 392.8063807547177, 67.08543413109558}, {392.80638075471774, 111.6575674414446, 17.912963672272898}, {67.08543413109561, 17.9129636722729, 3.301905998969203}}
SD_64	{{1569.0504235032522, 313.6924635028852, 54.40288307778931}, {313.69246350288535, 84.52665207551753, 13.324634504616746}, {54.40288307778931, 13.324634504616741, 2.586788647698093}}
SD_65	{{1477.6084107080917, 297.7413499723267, 51.64332321206632}, {297.74134997232665, 79.86433712702726, 12.565823781829458}, {51.64332321206633, 12.565823781829456, 2.465450738851784}}
SD_66	{{1598.4882360579713, 340.57112439775887, 58.83226546893063}, {340.57112439775887, 94.38643161739284, 14.962158164458014}, {58.83226546893062, 14.962158164458012, 2.825645792893331}}
SD_67	{{1041.079259880862, 187.64560556909186, 33.76782410164279}, {187.6456055690919, 50.197872545670606, 8.176687692593507}, {33.76782410164281, 8.176687692593513, 1.8194528071859053}}
SD_68	{{1349.5680318793186, 276.3079024863481, 47.85679665793808}, {276.307902486348, 77.3626790410591, 12.130851031754162}, {47.85679665793806, 12.130851031754164, 2.4049910730944797}}
SD_69	{{1448.2746584913439, 286.1028926340717, 49.70887678249531}, {286.10289263407174, 76.6164110048428, 12.151995620986657}, {49.708876782495324, 12.151995620986657, 2.3930431304163027}}
SD_70	{{1797.2724346525667, 419.5858764721539, 70.60270173359464}, {419.5858764721537, 120.97176574973126, 19.27933015178313}, {70.60270173359461, 19.279330151783135, 3.471907372072752}}
SD_71	{{1496.0804430565079, 319.7104355358951, 54.04105724497916}, {319.71043553589504, 89.58755476826501, 13.865838569879674}, {54.041057244979164, 13.86583856987968, 2.603097869704764}}
SD_72	{{1689.617438478643, 368.43521725691664, 63.52918459246898}, {368.43521725691664, 102.96572381050791, 16.485035207584865}, {63.52918459246898, 16.485035207584865, 3.0549702122491116}}
SD_73	{{1152.5077782376304, 212.87507550601504, 37.3764515103625}, {212.875075506015, 54.916737984447046, 9.001218639537719}, {37.376451510362465, 9.001218639537722, 1.9564655474888104}}
SD_74	{{1590.9165986550959, 328.4515380978454, 57.354955698790434}, {328.4515380978455, 90.08176727616164, 14.333822933131978}, {57.35495569879042, 14.333822933131978, 2.726432795740258}}
SD_75	{{1489.1168867349688, 312.8488660188984, 53.54865595078658}, {312.84886601889815, 86.89801956632215, 13.525391926652294}, {53.54865595078656, 13.525391926652292, 2.582573882102027}}
SD_76	{{1488.4619896901418, 301.21627763654413, 52.13756253086527}, {301.21627763654413, 83.72110616013624, 13.117996334043596}, {52.13756253086529, 13.1179963340436, 2.534716699931504}}
SD_77	{{1108.780188119604, 205.25049321197116, 36.040178742247235}, {205.25049321197136, 54.92347795130688, 8.737730294799665}, {36.04017874224728, 8.737730294799665, 1.877634866057674}}
SD_78	{{1432.4388955092713, 283.17426994106813, 50.05244654800072}, {283.17426994106825, 74.94877813015549, 11.979298230147045}, {50.05244654800074, 11.979298230147048, 2.3942603082514484}}
SD_79	{{1803.4086614971013, 444.23125437286296, 73.13411158497445}, {444.2312543728635, 131.28614131149612, 21.173804642502574}, {73.13411158497453, 21.173804642502592, 3.7387403449972485}}
SD_80	{{1685.5831384661026, 362.50508632911686, 62.05096897847591}, {362.50508632911715, 100.12713973147234, 15.781908582556571}, {62.05096897847595, 15.781908582556571, 2.9310626348133773}}
SD_81	{{1851.5079829391427, 434.09001369363335, 72.4688652894387}, {434.0900136936334, 123.34915913234953, 19.707172507302012}, {72.46886528943872, 19.70717250730202, 3.535583453240074}}
