#This is for Hybrid1 cosmography
#Bias and risk in hybrid 1: SD_i, bias(E1), risk(E1), bias(E2), risk(E2), bias(E3), risk(E3),  bias(q0), risk(q0), bias(j0), risk(j0), bias(s0), risk(s0) 
Average	0.013493764550000007	0.05396703811111207	-0.10989614406825682	0.12174967659077472	0.346230429190998	0.35054187206458814	0.01349376445	0.053967038088431646	-0.1219548391	0.3100241613818033	-0.26025849085000013	0.44529265586400607
SD_1	0.017086594999999982	0.05336883231401033	-0.10904088006551271	0.12019232113295947	0.2652522528027281	0.27002784699135995	0.017086594999999982	0.05336883231401033	-0.12540974000000005	0.29712913062398844	-0.2040052750000001	0.412414737859628
SD_2	0.011290015000000042	0.05500925127112732	-0.10519438220559274	0.11817111040489602	0.4184476629072325	0.42189690669550384	0.011290015000000042	0.05500925127112732	-0.11351076000000004	0.30855910314892215	-0.3108438550000001	0.4470097712142118
SD_3	0.01329669	0.053318036896729426	-0.10844958442090846	0.12011379377337414	0.3384330381125992	0.34234913813194995	0.01329669	0.053318036896729426	-0.11977400999999999	0.3078694057291828	-0.25099188000000006	0.42314380135066537
SD_4	0.014227104999999962	0.054279769211265524	-0.10217455946846954	0.11481952548030776	0.3227280783785122	0.3269515184287027	0.014227104999999907	0.05427976921126551	-0.11447717000000002	0.30871784228498766	-0.243413055	0.4155040249851756
SD_5	0.014056265000000012	0.05363529357082395	-0.1275305242520518	0.1376343007635866	0.361494644202977	0.36518152187386915	0.014056265000000012	0.05363529357082395	-0.14015387999999995	0.3210922815785275	-0.267325205	0.4386180608231973
SD_6	0.01924073999999998	0.05397183814977955	-0.11832904648348397	0.12862548922825875	0.17437608582761166	0.18152072208449643	0.01924073999999998	0.05397183814977955	-0.13938605999999998	0.30070873650281676	-0.14237476	0.4576084510885481
SD_7	0.005765144999999916	0.05531674373208373	-0.08964725471180579	0.10518239167091317	0.5390912407660445	0.5418911985914916	0.0057651449999999715	0.055316743732083735	-0.09183087000000001	0.30842273501674106	-0.4079306950000001	0.5292834535521238
SD_8	0.009268815000000097	0.05412551912941247	-0.0904190284103139	0.10497267067284381	0.43820851370589187	0.44144123320533957	0.009268815000000097	0.05412551912941247	-0.09655738999999997	0.30687386378314496	-0.33366957500000005	0.462566645060245
SD_9	0.012077075000000048	0.05314605197430502	-0.10483383094938159	0.11691355443841155	0.373724736163863	0.3772914331397533	0.012077065000000053	0.05314605067571275	-0.11450453999999999	0.3075431430032313	-0.2773910650000001	0.4208996678260066
SD_10	0.022717910000000063	0.057688415919045166	-0.13516813098131042	0.14519736061465213	0.23856812164381225	0.24439025872799724	0.022717910000000008	0.057688415919045145	-0.15880413999999998	0.32574871108403863	-0.1865746000000002	0.4238562286624135
SD_11	0.01476582999999998	0.052334881070574	-0.09868053420887968	0.11071927507363881	0.2048226269665967	0.21088674343964783	0.01476582999999998	0.052334881070574	-0.11367380000000005	0.2909828110702089	-0.1620272299999998	0.4421426659594273
SD_12	0.006764464999999942	0.05266687404668316	-0.08926598968847699	0.10342368466737319	0.47733705188115855	0.48018611259980104	0.006764464999999997	0.052666873054965715	-0.09292612	0.3120417756360657	-0.3614613750000001	0.4725027223162927
SD_13	0.010775560000000017	0.052601156423854045	-0.12420024086318038	0.1344487589912424	0.4723598736115869	0.4751574677537621	0.010775559999999962	0.0526011554450615	-0.13220213000000003	0.3259743015620853	-0.34314548999999994	0.4549818196802924
SD_14	0.011540490000000014	0.054289315365845144	-0.10548232793009904	0.11807060751518576	0.40788204742370204	0.411317288068473	0.011540490000000014	0.05428931438870015	-0.11413514999999996	0.31765615519943097	-0.3004061600000001	0.4312470325906487
SD_15	0.01632879499999995	0.05347800358982852	-0.11052983435460295	0.1216968019475354	0.26654481983027906	0.27136582006611965	0.01632879499999995	0.05347800454207299	-0.12628119000000004	0.3026523240736831	-0.20453312499999982	0.42056732914408834
SD_16	0.02248118499999996	0.05702140171171298	-0.13880797662941946	0.14837011474726902	0.23133769950335803	0.23719858301783822	0.02248118499999996	0.0570214007927135	-0.16265695999999996	0.3289794262183641	-0.18069366499999978	0.43612663721301714
SD_17	0.015972465000000047	0.05123789032460012	-0.11278821437041076	0.12284699047028078	0.2555402054712071	0.26013649951324835	0.015972465000000047	0.05123789032460012	-0.12893438999999995	0.29538460778382647	-0.20242877500000017	0.4263649370235023
SD_18	0.012127529999999997	0.05448733044256101	-0.10648980083743842	0.11900365489031518	0.40316255431630765	0.406647067366415	0.012127529999999942	0.054487330442560995	-0.11584899999999998	0.3155210020683696	-0.2996471099999999	0.43457751313007625
SD_19	0.010488549999999985	0.05139852976360967	-0.10323592877890386	0.11484535764061636	0.3888343788276952	0.3920764891434805	0.010488550000000041	0.05139852976360968	-0.11149933000000001	0.3087592752567829	-0.29101302000000007	0.4276667131244111
SD_20	0.0076014899999999885	0.053075064845998214	-0.09977685936721192	0.1127590418696931	0.47233844319065893	0.47525023384945553	0.0076014899999999885	0.053075064845998214	-0.10430870000000003	0.30621903088499725	-0.3503928999999999	0.46254176723352675
SD_21	0.004208855000000011	0.055225378898905435	-0.08562572426215509	0.10180320559557669	0.5584534485712211	0.5611616364606602	0.004208854999999956	0.05522537889890543	-0.08635141000000002	0.30592088366920134	-0.42420423499999993	0.5348082165194092
SD_22	0.016102594999999997	0.05536999154334525	-0.10283143326936695	0.11567560704836767	0.2369216246940445	0.24277231853208014	0.016102594999999997	0.055369992500123616	-0.11833558	0.2996877154405005	-0.1815991749999999	0.42043861046492936
